Assembly,Filename,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50.x,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,Source Host,Source Context,Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Bases.Average.Length.Status.,Sequencing Platform(s),Barcode,Source Details,Collection.Year,Collection.Month,Collection.Day,Continent,Country,Region,District,City,Latitude,Longitude,Serovar,Subspecies,Antigenic.Formulas,Lab.Contact,Bio.Project.ID,Project.ID,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Status,Coverage,N50.y,Length,Species,Contig.Number...200.bp.,Low.Quality.Bases,Version
SAL_JA4896AA_AS,SAL_JA4896AA_AS.scaffold,122,84,61,48,38,30,5086975,5066728,5022881,4920472,4754073,4471163,106,637595,5081956,4809037,52.06,52.09,164695,178215,81410,100380,9,8,20,17,75,23,3817266,126,0,0,1,39 + 38 part,831713,88.132,1.003,6.89,1302.29,26.43,128938,4247041,51133,57212,18148,26468,32,29,69,59,Bovine,Animal,SAL_DA6977AA,IEH-NGS-SAL-00449,SRR1300625;ILLUMINA;Paired;500;SRX554422;200447884;238,ILLUMINA;;,SAL_DA6977AA,bovine (necropsy-intestine),2006,11,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02782333,SRS621696,2015-08-27,2014-06-01,Assembled,40,164695,5086975,Salmonella enterica;79.21%,118,9996,2.2
SAL_JA4897AA_AS,SAL_JA4897AA_AS.scaffold,78,56,40,34,26,23,5039244,5028556,4984324,4940339,4788953,4693131,66,659730,5035789,4809037,52.16,52.09,239587,239587,135725,137465,6,6,13,12,79,21,4432441,129,0,0,3,18 + 34 part,785615,88.158,1.003,6.81,1309.48,26.84,148080,4249000,54204,57947,21888,31334,29,27,61,54,Bovine,Animal,SAL_DA6985AA,MDH-2014-00012,SRR1300608;ILLUMINA;Paired;500;SRX554412;470949552;243,ILLUMINA;;,SAL_DA6985AA,bovine spleen; bos taurus,2003,8,NA,North America,United States,Wisconsin,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02646786,SRS621685,2015-08-27,2014-06-01,Assembled,94,239587,5039244,Salmonella enterica;89.56%,73,4287,2.2
SAL_JA4899AA_AS,SAL_JA4899AA_AS.scaffold,80,52,41,36,29,24,5034365,5021707,4994839,4959639,4840742,4649785,65,720197,5030162,4809037,51.96,52.09,257897,270463,128313,147206,7,6,14,13,79,22,4333343,128,0,0,2,16 + 34 part,781806,88.142,1.002,6.74,1308.75,26.23,148011,4246429,57330,58646,20340,26911,29,27,62,55,Bovine,Animal,SAL_DA7012AA,CFSAN012669,SRR1300575;ILLUMINA;Paired;500;SRX554382;388854736;232,ILLUMINA;;,SAL_DA7012AA,feces,2007,1,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02742102,SRS621657,2015-08-27,2014-06-01,Assembled,78,257897,5034365,Salmonella enterica;96.77%,76,4248,2.2
SAL_JA4901AA_AS,SAL_JA4901AA_AS.scaffold,114,79,63,59,51,33,5090081,5074812,5032098,5003483,4855100,4246507,90,607161,5082828,4809037,52.08,52.09,111013,117019,70128,77622,12,11,26,23,74,31,3868126,128,0,0,1,19 + 38 part,839464,88.033,1.002,0,1301.67,25.96,148058,4239945,46233,48290,17570,23846,34,31,77,66,Poultry,Product,SAL_DA7036AA,FL-NRM014,SRR1299428;ILLUMINA;Paired;500;SRX553447;514017200;200,ILLUMINA;;,SAL_DA7036AA,chicken breast,2004,NA,NA,North America,United States,Connecticut,,,,,Typhimurium var. O5 - (Copenhagen),I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183848,SRP028812,SAMN02766959,SRS620740,2015-08-27,2014-06-01,Assembled,101,111013,5090081,Salmonella enterica;97.95%,109,7445,2.2
SAL_JA4904AA_AS,SAL_JA4904AA_AS.scaffold,73,49,35,32,31,25,4993684,4982678,4950681,4928835,4907181,4706883,57,682261,4988571,4809037,52.11,52.09,223067,225812,117997,129397,7,6,14,13,80,21,4365031,128,0,0,2,13 + 31 part,754852,87.919,1.001,5.19,1308.06,26.68,129067,4232663,57428,57948,24652,31183,29,28,60,55,Bovine,Animal,SAL_DA7055AA,MDH-2014-00014,SRR1299391;ILLUMINA;Paired;500;SRX553410;544079190;241,ILLUMINA;;,SAL_DA7055AA,feces; bos taurus,2003,8,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02646788,SRS620704,2015-08-27,2014-06-01,Assembled,109,223067,4993684,Salmonella enterica;100.0%,69,3269,2.2
SAL_JA4905AA_AS,SAL_JA4905AA_AS.scaffold,99,62,47,40,37,24,5091389,5079157,5055786,5001826,4958139,4466347,71,707880,5084794,4809037,52.09,52.09,212917,214878,108195,121237,7,6,16,14,73,26,4427338,130,0,0,2,14 + 33 part,833421,88.164,1.003,0,1306.52,26.6,148062,4249945,52909,57948,19108,28429,30,27,65,56,Poultry,Product,SAL_DA7061AA,FL-NRM010,SRR1299378;ILLUMINA;Paired;500;SRX553397;437976450;225,ILLUMINA;;,SAL_DA7061AA,chicken breast,2004,NA,NA,North America,United States,Connecticut,,,,,Typhimurium var. O5 - (Copenhagen),I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183848,SRP028812,SAMN02766955,SRS620691,2015-08-27,2014-06-01,Assembled,87,212917,5091389,Salmonella enterica;100.0%,85,6849,2.2
SAL_JA4907AA_AS,SAL_JA4907AA_AS.scaffold,124,53,43,39,35,24,5095678,5073166,5050594,5026695,4961360,4541244,66,707880,5081953,4809037,52.08,52.09,252702,252702,108413,108572,7,7,14,13,76,24,4427802,130,0,0,1,18 + 29 part,839111,88.106,1.001,0,1305.29,26.36,148080,4242083,51129,56854,19108,30608,30,27,64,56,Poultry,Product,SAL_DA7067AA,FL-NRM011,SRR1299372;ILLUMINA;Paired;500;SRX553390;516826864;194,ILLUMINA;;,SAL_DA7067AA,chicken breast,2004,NA,NA,North America,United States,Connecticut,,,,,Typhimurium var. O5 - (Copenhagen),I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183848,SRP028812,SAMN02766956,SRS620684,2015-08-27,2014-06-01,Assembled,102,252702,5095678,Salmonella enterica;86.04%,97,4623,2.2
SAL_JA4908AA_AS,SAL_JA4908AA_AS.scaffold,72,47,38,33,28,19,5057553,5045633,5022201,4986707,4906615,4582025,58,707880,5052926,4809037,52.09,52.09,279029,279029,174794,182715,6,6,12,11,78,21,4572444,132,0,0,1,20 + 24 part,810442,88.11,1.001,0,1308.04,26.46,147997,4241977,57211,58646,24653,32053,28,26,60,53,Poultry,Product,SAL_DA7076AA,FL-NRM013,SRR1299362;ILLUMINA;Paired;500;SRX553381;429340560;220,ILLUMINA;;,SAL_DA7076AA,chicken breast,2004,NA,NA,North America,United States,Connecticut,,,,,Typhimurium var. O5 - (Copenhagen),I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183848,SRP028812,SAMN02766958,SRS620675,2015-08-27,2014-06-01,Assembled,85,279029,5057553,Salmonella enterica;98.44%,70,3859,2.2
SAL_JA4909AA_AS,SAL_JA4909AA_AS.scaffold,89,55,43,40,31,21,5086925,5071964,5046881,5028339,4878605,4491654,67,707880,5080320,4809037,52.09,52.09,252702,282892,108195,115924,6,5,13,11,76,22,4416407,132,0,0,1,20 + 27 part,836348,88.123,1.001,0,1306.33,26.69,196297,4242984,56430,58646,19108,29428,29,26,63,55,Poultry,Product,SAL_DA7077AA,FL-NRM009,SRR1299361;ILLUMINA;Paired;500;SRX553380;428977934;209,ILLUMINA;;,SAL_DA7077AA,chicken breast,2004,NA,NA,North America,United States,Connecticut,,,,,Typhimurium var. O5 - (Copenhagen),I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183848,SRP028812,SAMN02766954,SRS620674,2015-08-27,2014-06-01,Assembled,85,252702,5086925,Salmonella enterica;94.6%,83,4421,2.2
SAL_JA4912AA_AS,SAL_JA4912AA_AS.scaffold,100,70,58,52,42,32,5265981,5255153,5226643,5182687,4990927,4608448,78,369790,5260545,4809037,51.79,52.09,159619,162635,93015,102981,13,12,24,20,82,30,4072641,124,0,0,1,13 + 50 part,1012059,88.139,1.002,6.24,1306.86,26.66,148083,4247184,48159,57211,15227,21903,35,30,81,62,Swine,Animal,SAL_DA7093AA,MDH-2014-00019,SRR1299313;ILLUMINA;Paired;500;SRX553330;294918652;238,ILLUMINA;;,SAL_DA7093AA,porcine tissue,2003,8,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02646793,SRS620624,2015-08-27,2014-06-01,Assembled,57,159619,5265981,Salmonella enterica;91.57%,90,7312,2.2
SAL_JA4913AA_AS,SAL_JA4913AA_AS.scaffold,127,69,52,45,36,28,5141161,5123274,5088218,5042232,4883148,4567646,80,453549,5131060,4809037,52.13,52.09,188265,189150,93899,128313,10,9,19,16,78,24,4118621,126,0,0,1,25 + 34 part,883921,88.122,1.002,7.68,1304.97,26.48,137893,4245041,50777,53837,16754,26196,31,28,69,57,Swine,Animal,SAL_DA7107AA,MDH-2014-00025,SRR1299298;ILLUMINA;Paired;500;SRX553315;295769740;238,ILLUMINA;;,SAL_DA7107AA,porcine tissue,2003,8,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02646799,SRS620608,2015-08-27,2014-06-01,Assembled,58,188265,5141161,Salmonella enterica;75.79%,103,12637,2.2
SAL_JA4914AA_AS,SAL_JA4914AA_AS.scaffold,104,59,49,45,36,22,5174647,5156906,5135571,5108115,4973021,4439533,72,707880,5166081,4809037,51.87,52.09,238838,253070,97266,108413,7,6,15,13,76,24,4339058,129,0,0,1,18 + 30 part,920056,88.118,1.002,0,1306.68,26.62,148077,4243822,52909,57211,16661,26911,30,27,69,56,Poultry,Product,SAL_DA7119AA,FL-NRM030,SRR1299285;ILLUMINA;Paired;500;SRX553302;433933024;196,ILLUMINA;;,SAL_DA7119AA,chicken breast,2004,NA,NA,North America,United States,Connecticut,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183848,SRP028812,SAMN02766975,SRS620596,2015-08-27,2014-06-01,Assembled,84,238838,5174647,Salmonella enterica;95.01%,95,4207,2.2
SAL_JA4915AA_AS,SAL_JA4915AA_AS.scaffold,127,58,43,39,34,24,5096786,5077113,5049321,5021304,4955136,4574814,70,707880,5085169,4809037,52.08,52.09,214710,219617,108413,135805,7,6,15,13,78,26,4529700,131,0,0,1,20 + 29 part,834818,88.154,1.003,0,1306.57,26.61,148070,4249482,56430,57948,18787,28752,29,27,64,55,Poultry,Product,SAL_DA7120AA,FL-NRM018,SRR1299284;ILLUMINA;Paired;500;SRX553301;280900560;229,ILLUMINA;;,SAL_DA7120AA,chicken breast,2004,NA,NA,North America,United States,Connecticut,,,,,Typhimurium var. O5 - (Copenhagen),I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183848,SRP028812,SAMN02766963,SRS620595,2015-08-27,2014-06-01,Assembled,56,214710,5096786,Salmonella enterica;98.14%,90,9553,2.2
SAL_JA4918AA_AS,SAL_JA4918AA_AS.scaffold,151,112,91,79,54,38,5271935,5253417,5205189,5115447,4677844,4050572,128,278211,5264939,4809037,51.85,52.09,90376,95154,54305,63051,18,15,36,31,68,32,3318006,121,0,0,2,31 + 61 part,1021189,88.002,1.003,0,1303.98,26.06,127791,4239984,46232,49022,12797,18884,37,32,91,69,Bovine,Animal,SAL_DA7148AA,CFSAN012653,SRR1292329;ILLUMINA;Paired;500;SRX547123;217736536;226,ILLUMINA;;,SAL_DA7148AA,feces,2006,11,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02742086,SRS614136,2015-08-27,2014-05-19,Assembled,42,90376,5271935,Salmonella enterica;87.88%,146,17839,2.2
SAL_JA4919AA_AS,SAL_JA4919AA_AS.scaffold,99,66,52,45,41,30,4989778,4973507,4947186,4903042,4817884,4475370,79,472407,4982602,4809037,52.12,52.09,149039,172546,91209,97105,10,9,21,19,81,29,4304272,126,0,0,4,18 + 41 part,747972,87.835,1.003,24.36,1307.9,26.16,127791,4230467,51871,56517,20072,24850,32,30,68,63,Bovine,Animal,SAL_DA7173AA,CFSAN012623,SRR1292277;ILLUMINA;Paired;500;SRX547075;421199242;229,ILLUMINA;;,SAL_DA7173AA,bovine (necropsy),2007,1,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02742056,SRS614088,2015-08-27,2014-05-19,Assembled,85,149039,4989778,Salmonella enterica;100.0%,96,5878,2.2
SAL_JA4920AA_AS,SAL_JA4920AA_AS.scaffold,182,122,93,77,58,36,5107172,5083225,5004875,4884647,4561622,3822661,141,262158,5097029,4809037,52.04,52.09,85583,90424,46185,56520,19,17,37,33,79,41,3379650,125,0,0,4,31 + 71 part,839180,88.118,1.005,6.59,1306.41,26.5,142864,4249885,44511,47195,15318,18441,36,33,88,75,Poultry,Product,SAL_DA7177AA,FL-NRM016,SRR1292273;ILLUMINA;Paired;500;SRX547071;391889530;215,ILLUMINA;;,SAL_DA7177AA,chicken breast,2004,NA,NA,North America,United States,Connecticut,,,,,Typhimurium var. O5 - (Copenhagen),I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183848,SRP028812,SAMN02766961,SRS614084,2015-08-27,2014-05-19,Assembled,77,85583,5107172,Salmonella enterica;88.2%,162,9191,2.2
SAL_JA4922AA_AS,SAL_JA4922AA_AS.scaffold,98,70,58,48,37,28,5018819,5005149,4979226,4907789,4723903,4411161,84,401019,5014641,4809037,52.13,52.09,176227,176227,82297,99852,9,9,20,18,76,25,3973908,127,0,0,4,22 + 41 part,748290,88.485,1.003,8.12,1322.26,26.6,147996,4263034,52053,57212,18793,26252,30,28,66,59,Bovine,Animal,SAL_DA7184AA,CFSAN012628,SRR1292266;ILLUMINA;Paired;500;SRX547064;237618576;232,ILLUMINA;;,SAL_DA7184AA,colustrum,2006,11,NA,North America,United States,Oregon,,,,-111.6,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02742061,SRS614077,2015-08-27,2014-05-19,Assembled,48,176227,5018819,Salmonella enterica;95.51%,94,11757,2.2
SAL_JA4924AA_AS,SAL_JA4924AA_AS.scaffold,126,80,60,49,43,31,5053991,5033102,4994688,4919243,4816221,4444475,97,363070,5044797,4809037,52.09,52.09,172545,173725,88143,91624,12,11,22,20,78,29,4086176,124,0,0,5,24 + 47 part,810728,87.868,1.002,5.91,1308.28,26.39,127791,4231448,50059,51897,18874,25832,33,31,71,63,Bovine,Animal,SAL_DA7206AA,CFSAN012458,SRR1292243;ILLUMINA;Paired;500;SRX547041;422700750;225,ILLUMINA;;,SAL_DA7206AA,feces,2007,1,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02721465,SRS614055,2015-08-27,2014-05-19,Assembled,83.64,172545,5053991,Salmonella enterica;98.96%,120,7066,2.2
SAL_JA4925AA_AS,SAL_JA4925AA_AS.scaffold,108,74,57,47,35,30,4975775,4957966,4926029,4852965,4643431,4458829,92,609119,4971132,4809037,52.12,52.09,178214,178214,81554,82029,8,8,19,18,71,23,3847724,125,0,0,1,20 + 43 part,719489,88.204,1.002,7.74,1303.07,26.69,196296,4249232,56360,57212,20340,26564,29,28,62,57,Bovine,Animal,SAL_DA7212AA,CFSAN012651,SRR1292237;ILLUMINA;Paired;500;SRX547035;304330400;220,ILLUMINA;;,SAL_DA7212AA,feces,2006,11,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02742084,SRS614049,2015-08-27,2014-05-19,Assembled,62,178214,4975775,Salmonella enterica;91.3%,102,6210,2.2
SAL_JA4926AA_AS,SAL_JA4926AA_AS.scaffold,72,47,37,31,29,23,4958825,4948625,4925358,4884611,4845358,4646750,57,682267,4955025,4809037,52.12,52.09,225955,225955,141747,149998,6,6,13,12,85,24,4600495,131,0,0,3,11 + 28 part,721338,87.887,1.002,0,1309.02,26.36,128755,4232181,57948,58646,26495,31183,28,27,58,54,Swine,Animal,SAL_DA7254AA,MDH-2014-00044,SRR1284687;ILLUMINA;Paired;500;SRX541184;456407600;235,ILLUMINA;;,SAL_DA7254AA,porcine tissue composite,2003,9,NA,North America,United States,North Carolina,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02646818,SRS606062,2015-08-27,2014-05-13,Assembled,93,225955,4958825,Salmonella enterica;93.33%,65,3169,2.2
SAL_JA4927AA_AS,SAL_JA4927AA_AS.scaffold,84,58,43,37,29,25,5036015,5024290,4982842,4940573,4789226,4646928,67,659652,5030424,4809037,52.16,52.09,216481,225890,115608,130769,7,6,14,13,78,23,4379178,128,0,0,3,18 + 37 part,783731,88.115,1.002,7.14,1308.46,26.74,148095,4245027,52908,54524,21658,28924,30,28,62,56,Bovine,Product,SAL_DA7256AA,MDH-2014-00042,SRR1284678;ILLUMINA;Paired;500;SRX541180;568000164;202,ILLUMINA;;,SAL_DA7256AA,bovine milk; bos taurus,2003,9,NA,North America,United States,Wisconsin,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02646816,SRS606058,2015-08-27,2014-05-13,Assembled,113,216481,5036015,Salmonella enterica;90.14%,79,2863,2.2
SAL_JA4928AA_AS,SAL_JA4928AA_AS.scaffold,79,52,42,36,30,25,5032348,5018446,4997692,4952678,4839448,4678366,67,571776,5029657,4809037,52.19,52.09,256992,271389,130706,139252,7,6,14,13,81,21,4271686,132,1,0,2,20 + 33 part,767058,88.406,1.003,0.74,1318.32,26.74,146562,4261575,57027,57947,21662,29411,30,28,62,55,Bovine,Animal,SAL_DA7313AA,MDH-2014-00062,SRR1282365;ILLUMINA;Paired;500;SRX539770;242852680;239,ILLUMINA;;,SAL_DA7313AA,bos taurus,2003,9,NA,North America,United States,Wisconsin,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02646836,SRS604878,2015-08-27,2014-05-09,Assembled,49,256992,5032348,Salmonella enterica;98.5%,75,12380,2.2
SAL_JA4930AA_AS,SAL_JA4930AA_AS.scaffold,78,51,41,35,28,23,5020090,5008197,4984726,4945377,4825679,4641482,61,600843,5015150,4809037,52.17,52.09,273231,273231,149897,156023,7,7,13,12,79,20,4290821,130,0,0,3,9 + 37 part,767984,88.123,1.002,7.3,1311.04,26.36,148073,4244834,52908,57211,24653,31162,30,28,61,55,Bovine,Animal,SAL_DA6359AA,CFSAN013377,SRR1411145;ILLUMINA;Paired;500;SRX604210;404974360;190,ILLUMINA;;,SAL_DA6359AA,bovine (necropsy),2007,1,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02782459,SRS638953,2015-08-27,2014-06-16,Assembled,81,273231,5020090,Salmonella enterica;92.96%,74,3283,2.2
SAL_JA4935AA_AS,SAL_JA4935AA_AS.scaffold,110,65,46,38,35,28,5047248,5026240,4991745,4937509,4876602,4647810,83,464720,5038585,4809037,52.08,52.09,202700,204653,99793,109056,9,8,17,16,80,28,4514829,127,0,0,4,27 + 39 part,807330,87.815,1.002,5.26,1309.91,26.36,127791,4229798,51897,56517,21660,26568,31,29,65,58,Bovine,Animal,SAL_DA6372AA,IEH-NGS-SAL-00570,SRR1411124;ILLUMINA;Paired;500;SRX603857;602372506;223,ILLUMINA;;,SAL_DA6372AA,feces,2007,1,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02782454,SRS638600,2015-08-27,2014-06-16,Assembled,120,202700,5047248,Salmonella enterica;94.93%,106,2889,2.2
SAL_JA4937AA_AS,SAL_JA4937AA_AS.scaffold,87,51,34,26,23,20,4966049,4950322,4910181,4856424,4808416,4682539,63,843808,4959021,4809037,52.18,52.09,376671,393714,162197,162197,5,4,9,9,79,16,4298264,127,0,0,1,22 + 26 part,725741,87.932,1.001,0,1307.33,26.27,196296,4232448,57196,57947,28956,32510,28,26,56,52,Swine,Animal,SAL_DA7337AA,MDH-2014-00069,SRR1272873;ILLUMINA;Paired;500;SRX534252;315482400;240,ILLUMINA;;,SAL_DA7337AA,porcine tissue,2003,10,NA,North America,United States,Arkansas,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02646843,SRS602979,2015-08-27,2014-05-06,Assembled,64,376671,4966049,Salmonella enterica;77.78%,79,5900,2.2
SAL_JA4942AA_AS,SAL_JA4942AA_AS.scaffold,76,50,39,35,29,25,4914782,4902961,4876014,4847041,4727389,4585278,61,474220,4910247,4809037,52.19,52.09,225813,225813,138605,138605,8,8,15,15,79,24,4392343,133,0,0,2,10 + 35 part,639850,88.631,1.002,6.5,1323.72,26.96,148193,4268925,52909,55143,26569,27969,29,28,60,57,Bovine,Animal,SAL_DA6149AA,MDH-2014-00333,SRR1461790;ILLUMINA;Paired;500;SRX626714;421994196;234,ILLUMINA;;,SAL_DA6149AA,feces; bos taurus,2002,11,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699499,SRS647318,2015-08-27,2014-06-25,Assembled,86,225813,4914782,Salmonella enterica;100.0%,72,3723,2.2
SAL_JA4943AA_AS,SAL_JA4943AA_AS.scaffold,150,114,82,72,52,34,5185926,5167716,5095148,5019528,4708862,4061263,136,360865,5182342,4809037,51.96,52.09,128313,134262,52269,65360,14,13,31,26,90,44,3878516,126,0,0,2,45 + 65 part,919476,88.231,1.005,7.27,1310.76,26.51,142948,4258877,47879,50173,15503,20340,35,31,80,65,Poultry,Product,SAL_DA7338AA,WAPHL-SAL-A00379,SRR1272872;ILLUMINA;Paired;500;SRX534251;522456704;244,ILLUMINA;;,SAL_DA7338AA,chicken breasts,2003,NA,NA,North America,United States,Connecticut,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183851,SRP028334,SAMN02640942,SRS602977,2015-08-27,2014-05-06,Assembled,101,128313,5185926,Salmonella enterica;72.99%,146,4854,2.2
SAL_JA4951AA_AS,SAL_JA4951AA_AS.scaffold,71,46,35,30,28,25,4957770,4947675,4932428,4899440,4860187,4754153,54,682273,4953033,4809037,52.14,52.09,225955,225955,141747,149998,6,6,13,12,83,24,4575564,132,0,0,4,7 + 29 part,716605,87.899,1.002,0,1309.48,26.47,129123,4235448,57948,58646,26568,32514,28,27,57,53,Swine,Animal,SAL_DA9932AA,MDH-2013-00091,SRR1157606;ILLUMINA;Paired;500;SRX461726;382925322;239,ILLUMINA;;,SAL_DA9932AA,porcine; pig,2009,7,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02378096,SRS551056,2015-08-27,2014-02-03,Assembled,78,225955,4957770,Salmonella enterica;98.3%,65,3586,2.2
SAL_JA4963AA_AS,SAL_JA4963AA_AS.scaffold,162,113,82,69,53,36,5248028,5225168,5159247,5052073,4795922,4150642,137,353809,5241436,4809037,51.9,52.09,119244,128313,59823,74326,16,15,32,27,93,39,3757624,125,0,0,4,46 + 65 part,982047,88.181,1.004,0,1307.29,26.53,117588,4255045,44820,48159,14617,19862,36,32,87,68,Poultry,Product,SAL_DA7392AA,WAPHL-SAL-A00382,SRR1272524;ILLUMINA;Paired;500;SRX534166;558700076;242,ILLUMINA;;,SAL_DA7392AA,chicken breasts,2003,NA,NA,North America,United States,Connecticut,,,,,Typhimurium var. O5 - (Copenhagen),I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183851,SRP028334,SAMN02640945,SRS602892,2015-08-27,2014-05-06,Assembled,107,119244,5248028,Salmonella enterica;76.26%,155,5147,2.2
SAL_JA4977AA_AS,SAL_JA4977AA_AS.scaffold,85,59,42,36,28,22,5037950,5025791,4982592,4939650,4788268,4571084,69,659730,5033024,4809037,52.16,52.09,251177,279049,130769,135725,6,5,12,11,80,21,4276636,128,0,0,3,20 + 36 part,784239,88.119,1.003,7.11,1310.5,26.78,148080,4247778,52907,54524,24653,31162,30,28,61,55,Bovine,Animal,SAL_DA7514AA,MDH-2014-00088,SRR1269351;ILLUMINA;Paired;500;SRX532261;354665944;218,ILLUMINA;;,SAL_DA7514AA,bovine lung; bos taurus,2003,10,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02646862,SRS601237,2015-08-27,2014-05-02,Assembled,71,251177,5037950,Salmonella enterica;88.56%,81,5135,2.2
