Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_EA3559AA	CVM N51301	SRR2567194;ILLUMINA;Paired;;SRX1308902;314675976;284	SAL_EA3559AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894392	SRS1101929	2015-10-23	2015-10-06	Assembled	64	217331	4974483	Salmonella enterica;97.37%	80	3618	2.2	SAL_IA4688AA_AS
SAL_EA3560AA	CVM N51300	SRR2567193;ILLUMINA;Paired;;SRX1308901;495725544;282	SAL_EA3560AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894391	SRS1101930	2015-10-23	2015-10-06	Assembled	99	376818	5033736	Salmonella enterica;90.24%	89	4241	2.2	SAL_IA4692AA_AS
SAL_EA3561AA	CVM N51299	SRR2567192;ILLUMINA;Paired;;SRX1308900;427526216;284	SAL_EA3561AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894390	SRS1101931	2015-10-23	2015-10-06	Assembled	86	282891	5003506	Salmonella enterica;100.0%	74	2650	2.2	SAL_IA4691AA_AS
SAL_EA3564AA	CVM N51296	SRR2567189;ILLUMINA;Paired;;SRX1308897;336702630;281	SAL_EA3564AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New Mexico						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894387	SRS1101934	2015-10-23	2015-10-06	Assembled	70	268697	4876241	Salmonella enterica;100.0%	56	1759	2.2	SAL_IA4693AA_AS
SAL_EA3565AA	CVM N51295	SRR2567188;ILLUMINA;Paired;;SRX1308896;248376462;281	SAL_EA3565AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New Mexico						Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894386	SRS1101935	2015-10-23	2015-10-06	Assembled	51	271390	4875106	Salmonella enterica;100.0%	54	2417	2.2	SAL_IA4694AA_AS
SAL_EA3577AA	CVM N51283	SRR2567176;ILLUMINA;Paired;;SRX1308884;221518188;279	SAL_EA3577AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Missouri						Typhimurium	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894374	SRS1101947	2015-10-23	2015-10-06	Assembled	45	277509	4953359	Salmonella enterica;100.0%	70	3153	2.2	SAL_IA4706AA_AS
SAL_EA3584AA	CVM N51276	SRR2567169;ILLUMINA;Paired;;SRX1308877;338426426;271	SAL_EA3584AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Maryland						Typhimurium				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894367	SRS1101954	2015-10-23	2015-10-06	Assembled	68	298973	4999923	Salmonella enterica;100.0%	77	2733	2.2	SAL_IA4715AA_AS
SAL_EA3585AA	CVM N51275	SRR2567168;ILLUMINA;Paired;;SRX1308876;413968224;272	SAL_EA3585AA	Poultry	Avian	Chicken Wings	2013				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894366	SRS1101955	2015-10-23	2015-10-06	Assembled	82	271315	5062790	Salmonella enterica;98.41%	68	1706	2.2	SAL_IA4714AA_AS
SAL_EA3588AA	CVM N51272	SRR2567165;ILLUMINA;Paired;;SRX1308873;625806882;267	SAL_EA3588AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894363	SRS1101958	2015-10-23	2015-10-06	Assembled	126	324696	4967515	Salmonella enterica;100.0%	74	2008	2.2	SAL_IA4717AA_AS
SAL_EA3591AA	CVM N51269	SRR2567162;ILLUMINA;Paired;;SRX1308870;432920530;269	SAL_EA3591AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894360	SRS1101966	2015-10-23	2015-10-06	Assembled	88	227786	4935660	Salmonella enterica;96.78%	74	2548	2.2	SAL_IA4720AA_AS
SAL_EA3592AA	CVM N51268	SRR2567161;ILLUMINA;Paired;;SRX1308869;473041080;270	SAL_EA3592AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894359	SRS1101967	2015-10-23	2015-10-06	Assembled	94	282892	5035116	Salmonella enterica;98.67%	80	2394	2.2	SAL_IA4722AA_AS
SAL_EA3605AA	CVM N51255	SRR2567148;ILLUMINA;Paired;;SRX1308856;439794960;276	SAL_EA3605AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Connecticut						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894346	SRS1101980	2015-10-23	2015-10-06	Assembled	88	298789	5000338	Salmonella enterica;97.26%	72	2916	2.2	SAL_IA4736AA_AS
SAL_EA3606AA	CVM N51254	SRR2567147;ILLUMINA;Paired;;SRX1308855;509960584;268	SAL_EA3606AA	Poultry	Avian	Chicken Wings	2013				North America	United States	Connecticut						Typhimurium	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894345	SRS1101983	2015-10-23	2015-10-06	Assembled	101	297828	5087674	Salmonella enterica;96.87%	74	1399	2.2	SAL_IA4735AA_AS
SAL_EA3633AA	CVM N50438	SRR2567120;ILLUMINA;Paired;;SRX1308828;518269820;251	SAL_EA3633AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894318	SRS1102008	2015-10-23	2015-10-06	Assembled	104	376818	5029978	Salmonella enterica;98.61%	74	1860	2.2	SAL_IA4762AA_AS
SAL_EA3638AA	CVM N50433	SRR2567115;ILLUMINA;Paired;;SRX1308823;361150074;267	SAL_EA3638AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New Mexico						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894313	SRS1102013	2015-10-23	2015-10-06	Assembled	72	309067	5078369	Salmonella enterica;96.2%	86	4685	2.2	SAL_IA4770AA_AS
SAL_EA3641AA	CVM N50430	SRR2567112;ILLUMINA;Paired;;SRX1308820;421646240;272	SAL_EA3641AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New Mexico						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894310	SRS1102019	2015-10-23	2015-10-06	Assembled	86	292298	4915072	Salmonella enterica;100.0%	69	1977	2.2	SAL_IA4773AA_AS
SAL_EA3656AA	CVM N48708	SRR2567097;ILLUMINA;Paired;;SRX1308805;451390582;263	SAL_EA3656AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894295	SRS1102031	2015-10-23	2015-10-06	Assembled	91	221537	4969307	Salmonella enterica;98.72%	86	3339	2.2	SAL_IA4788AA_AS
SAL_EA3674AA	CVM N48690	SRR2567079;ILLUMINA;Paired;;SRX1308787;404339588;271	SAL_EA3674AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Minnesota						Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894277	SRS1102049	2015-10-23	2015-10-06	Assembled	80	180231	5107964	Salmonella enterica;100.0%	113	7695	2.2	SAL_IA4806AA_AS
SAL_EA3675AA	CVM N48689	SRR2567078;ILLUMINA;Paired;;SRX1308786;454784612;271	SAL_EA3675AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Minnesota						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894276	SRS1102050	2015-10-23	2015-10-06	Assembled	89	229663	5121952	Salmonella enterica;97.8%	95	4914	2.2	SAL_IA4805AA_AS
SAL_EA3684AA	CVM N48680	SRR2567069;ILLUMINA;Paired;;SRX1308777;474006280;235	SAL_EA3684AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894267	SRS1102059	2015-10-23	2015-10-06	Assembled	95	282799	4999550	Salmonella enterica;98.84%	77	4564	2.2	SAL_IA4814AA_AS
SAL_EA3685AA	CVM N48679	SRR2567068;ILLUMINA;Paired;;SRX1308776;392994752;236	SAL_EA3685AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894266	SRS1102060	2015-10-23	2015-10-06	Assembled	79	282892	5033484	Salmonella enterica;100.0%	73	3304	2.2	SAL_IA4813AA_AS
SAL_EA3687AA	CVM N48677	SRR2567066;ILLUMINA;Paired;;SRX1308774;447246744;238	SAL_EA3687AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Connecticut						Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894264	SRS1102062	2015-10-23	2015-10-06	Assembled	90	334647	4996107	Salmonella enterica;93.15%	75	4326	2.2	SAL_IA4817AA_AS
SAL_EA3688AA	CVM N48676	SRR2567065;ILLUMINA;Paired;;SRX1308773;580860332;229	SAL_EA3688AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Connecticut						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894263	SRS1102063	2015-10-23	2015-10-06	Assembled	117	252702	4987729	Salmonella enterica;93.54%	69	1390	2.2	SAL_IA4816AA_AS
SAL_EA3693AA	CVM N47728	SRR2567060;ILLUMINA;Paired;;SRX1308768;418651604;233	SAL_EA3693AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Tennessee						Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894258	SRS1102068	2015-10-23	2015-10-06	Assembled	85	238606	4934392	Salmonella enterica;100.0%	69	3523	2.2	SAL_IA4823AA_AS
SAL_EA3706AA	CVM N47715	SRR2567047;ILLUMINA;Paired;;SRX1308755;295413800;275	SAL_EA3706AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New Mexico						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894245	SRS1102085	2015-10-23	2015-10-06	Assembled	61	259346	4902322	Salmonella enterica;98.48%	71	4129	2.2	SAL_IA4834AA_AS
SAL_EA3711AA	CVM N46861	SRR2567042;ILLUMINA;Paired;;SRX1308750;376265568;274	SAL_EA3711AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Tennessee						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894240	SRS1102098	2015-10-23	2015-10-06	Assembled	77	325396	4914095	Salmonella enterica;100.0%	69	3020	2.2	SAL_IA4841AA_AS
SAL_EA3712AA	CVM N46860	SRR2567041;ILLUMINA;Paired;;SRX1308749;212098068;234	SAL_EA3712AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Tennessee						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894239	SRS1102100	2015-10-23	2015-10-06	Assembled	44	192449	4900260	Salmonella enterica;100.0%	75	9081	2.2	SAL_IA4840AA_AS
SAL_EA3720AA	CVM N46852	SRR2567033;ILLUMINA;Paired;;SRX1308741;693933480;270	SAL_EA3720AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Pennsylvania						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894231	SRS1102106	2015-10-23	2015-10-06	Assembled	135	271188	5173651	Salmonella enterica;97.27%	123	4226	2.2	SAL_IA4850AA_AS
SAL_EA3721AA	CVM N46851	SRR2567032;ILLUMINA;Paired;;SRX1308740;328883974;271	SAL_EA3721AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Pennsylvania						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894230	SRS1102108	2015-10-23	2015-10-06	Assembled	67	200462	4970675	Salmonella enterica;100.0%	91	5578	2.2	SAL_IA4849AA_AS
SAL_EA3727AA	CVM N46845	SRR2567026;ILLUMINA;Paired;;SRX1308734;291345830;269	SAL_EA3727AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894224	SRS1102114	2015-10-23	2015-10-06	Assembled	58	214897	5027168	Salmonella enterica;97.47%	84	6315	2.2	SAL_IA4855AA_AS
SAL_EA3728AA	CVM N46844	SRR2567025;ILLUMINA;Paired;;SRX1308733;359896260;274	SAL_EA3728AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894223	SRS1102120	2015-10-23	2015-10-06	Assembled	71	165145	5110473	Salmonella enterica;97.09%	107	9516	2.2	SAL_IA4860AA_AS
SAL_EA3729AA	CVM N46843	SRR2567024;ILLUMINA;Paired;;SRX1308732;387806962;271	SAL_EA3729AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894222	SRS1102115	2015-10-23	2015-10-06	Assembled	78	164346	5006630	Salmonella enterica;97.8%	98	7115	2.2	SAL_IA4859AA_AS
SAL_EA3731AA	CVM N46841	SRR2567022;ILLUMINA;Paired;;SRX1308730;417967636;271	SAL_EA3731AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894220	SRS1102117	2015-10-23	2015-10-06	Assembled	84	175259	5028381	Salmonella enterica;100.0%	96	6614	2.2	SAL_IA4865AA_AS
SAL_EA3732AA	CVM N46840	SRR2567021;ILLUMINA;Paired;;SRX1308729;195737728;272	SAL_EA3732AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894219	SRS1102118	2015-10-23	2015-10-06	Assembled	40	74172	4971805	Salmonella enterica;100.0%	186	25785	2.2	SAL_IA4862AA_AS
SAL_EA3738AA	CVM N46834	SRR2567015;ILLUMINA;Paired;;SRX1308723;464861648;232	SAL_EA3738AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Minnesota						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894213	SRS1102124	2015-10-23	2015-10-06	Assembled	94	250057	4956272	Salmonella enterica;95.89%	84	2998	2.2	SAL_IA4866AA_AS
SAL_EA3747AA	CVM N46825	SRR2567006;ILLUMINA;Paired;;SRX1308714;418797120;232	SAL_EA3747AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Connecticut						Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894204	SRS1102133	2015-10-23	2015-10-06	Assembled	84	281236	5035182	Salmonella enterica;98.71%	81	2501	2.2	SAL_IA4875AA_AS
SAL_EA3748AA	CVM N46824	SRR2567005;ILLUMINA;Paired;;SRX1308713;450182352;228	SAL_EA3748AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Connecticut						Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894203	SRS1102134	2015-10-23	2015-10-06	Assembled	89	238839	5112743	Salmonella enterica;97.83%	107	3984	2.2	SAL_IA4877AA_AS
SAL_EA3761AA	CVM N46810	SRR2566992;ILLUMINA;Paired;;SRX1308700;486136280;274	SAL_EA3761AA	Poultry	Avian	Chicken Wings	2013				North America	United States	California						Typhimurium	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894190	SRS1102148	2015-10-23	2015-10-06	Assembled	99.72	271389	4875256	Salmonella enterica;100.0%	64	1794	2.2	SAL_IA4365AA_AS
SAL_EA3770AA	CVM N45950	SRR2566983;ILLUMINA;Paired;;SRX1308691;406526736;266	SAL_EA3770AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New Mexico						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894181	SRS1102157	2015-10-23	2015-10-06	Assembled	81.88	238838	4964678	Salmonella enterica;100.0%	79	3018	2.2	SAL_IA4374AA_AS
SAL_EA3779AA	CVM N45938	SRR2566974;ILLUMINA;Paired;;SRX1308682;324410472;261	SAL_EA3779AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Maryland						Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894172	SRS1102166	2015-10-23	2015-10-06	Assembled	66	214713	4977029	Salmonella enterica;96.92%	101	5981	2.2	SAL_IA4383AA_AS
SAL_EA3781AA	CVM N45936	SRR2566972;ILLUMINA;Paired;;SRX1308680;283948092;258	SAL_EA3781AA	Poultry	Avian	Chicken Wings	2013				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894170	SRS1102168	2015-10-23	2015-10-06	Assembled	57.32	181590	4953877	Salmonella enterica;100.0%	86	5112	2.2	SAL_IA4385AA_AS
SAL_EA3782AA	CVM N45935	SRR2566971;ILLUMINA;Paired;;SRX1308679;413173500;250	SAL_EA3782AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Maryland						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894169	SRS1102169	2015-10-23	2015-10-06	Assembled	82.96	282891	4980686	Salmonella enterica;98.71%	83	2653	2.2	SAL_IA4386AA_AS
SAL_EA3796AA	CVM N45410	SRR2566957;ILLUMINA;Paired;;SRX1308665;454123058;233	SAL_EA3796AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Pennsylvania						Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894155	SRS1102183	2015-10-23	2015-10-06	Assembled	92	223067	4969649	Salmonella enterica;83.17%	99	6763	2.2	SAL_IA4400AA_AS
SAL_EA3798AA	CVM N45408	SRR2566955;ILLUMINA;Paired;;SRX1308663;364628680;260	SAL_EA3798AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Pennsylvania						Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894153	SRS1102185	2015-10-23	2015-10-06	Assembled	74	191398	4948850	Salmonella enterica;98.87%	92	5851	2.2	SAL_IA4305AA_AS
SAL_EA3801AA	CVM N45405	SRR2566952;ILLUMINA;Paired;;SRX1308660;559169308;262	SAL_EA3801AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894150	SRS1102188	2015-10-23	2015-10-06	Assembled	113	298978	4973859	Salmonella enterica;98.63%	77	2559	2.2	SAL_IA4308AA_AS
SAL_EA3802AA	CVM N45404	SRR2566951;ILLUMINA;Paired;;SRX1308659;459975648;264	SAL_EA3802AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894149	SRS1102189	2015-10-23	2015-10-06	Assembled	90	321803	5122170	Salmonella enterica;98.83%	88	2579	2.2	SAL_IA4309AA_AS
SAL_EA3803AA	CVM N45403	SRR2566950;ILLUMINA;Paired;;SRX1308658;391144240;265	SAL_EA3803AA	Poultry	Avian	Chicken Breast	2013				North America	United States	New York		New York				Typhimurium var. O5 - (Copenhagen)				Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894148	SRS1102190	2015-10-23	2015-10-06	Assembled	78	298973	5032043	Salmonella enterica;97.05%	74	2023	2.2	SAL_IA4310AA_AS
SAL_EA3815AA	CVM N45391	SRR2566938;ILLUMINA;Paired;;SRX1308646;565643594;227	SAL_EA3815AA	Poultry	Avian	Chicken Wings	2013				North America	United States	Georgia						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894136	SRS1102202	2015-10-23	2015-10-06	Assembled	112	282892	5092457	Salmonella enterica;94.03%	95	4781	2.2	SAL_IA4322AA_AS
SAL_EA3816AA	CVM N45390	SRR2566937;ILLUMINA;Paired;;SRX1308645;469709520;232	SAL_EA3816AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Georgia						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894135	SRS1102203	2015-10-23	2015-10-06	Assembled	95	278985	4968389	Salmonella enterica;98.65%	73	3274	2.2	SAL_IA4323AA_AS
SAL_EA3817AA	CVM N44717	SRR2566936;ILLUMINA;Paired;;SRX1308644;339197920;232	SAL_EA3817AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Tennessee						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894134	SRS1102204	2015-10-23	2015-10-06	Assembled	69	279895	4975717	Salmonella enterica;100.0%	71	4820	2.2	SAL_IA4324AA_AS
SAL_EA3818AA	CVM N44716	SRR2566935;ILLUMINA;Paired;;SRX1308643;442796796;234	SAL_EA3818AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Pennsylvania						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894133	SRS1102205	2015-10-23	2015-10-06	Assembled	90	238838	4971020	Salmonella enterica;95.83%	76	2864	2.2	SAL_IA4325AA_AS
SAL_EA3819AA	CVM N44715	SRR2566934;ILLUMINA;Paired;;SRX1308642;277413984;228	SAL_EA3819AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Pennsylvania						Typhimurium Var. 5-	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894132	SRS1101899	2015-10-23	2015-10-06	Assembled	56	196891	4970762	Salmonella enterica;98.97%	93	10828	2.2	SAL_IA4326AA_AS
SAL_EA3821AA	CVM N44713	SRR2566932;ILLUMINA;Paired;;SRX1308640;565474320;230	SAL_EA3821AA	Poultry	Avian	Chicken Breast	2013				North America	United States	Pennsylvania						Typhimurium var. O5 - (Copenhagen)	I			Food and Drug Administration (US)			PRJNA292661	SRP063697	SAMN03894130	SRS1102207	2015-10-23	2015-10-06	Assembled	115	219609	4918619	Salmonella enterica;97.33%	91	5338	2.2	SAL_IA4328AA_AS
